偎	亻田一󰀖
丽	一冂丶丶
唁	口言󰀝
囫	囗勹󰁤󰀏
闼	门大辶󰀦
踽	口止丿丶
踯	口止䒑阝
旭	九日󰀌
旮	九日󰀘
怠	厶口心󰁧
蹊	口止爫大
胤	丿ㄠ月乚
搞	扌󰁸冂口
綦	艹三八小
敉	米夂󰁶
察	宀󰁯二小
泓	氵弓厶󰁶
法	氵土厶󰁶
蓥	艹冖金󰀘
铥	钅丿土厶
孑	孑乛亅󰀞
宣	宀一日一
粿	米曰木󰁶
谊	讠宀󰀐一
魑	白󰁜厶厶
娃	女土土󰀝
筑	⺮工几丶
稃	禾爫子󰀝
仁	亻二󰀝
懂	忄艹丿土
苘	艹冂口󰀘
泞	氵宀丁󰀢
旁	亠丷冖方
巽	巳巳󰁺八
昼	尸󰂃日一
瘼	疒艹日大
跽	口止己心
阼	阝𠂉丨二
蛀	虫丶王󰀝
路	口止夂口
巯	ス工亠󰀸
汶	氵文󰁶
黩	󰀹土灬大
泶	󰀧冖水󰁧
珞	王夂口󰀝
揞	扌立曰󰀝
唉	口厶𠂉大
泊	氵白󰀝
黄	󰁺由八󰁧
站	立󰀥口󰀝
锥	钅亻󰁷󰀝
谟	讠艹日大
修	亻丨夂彡
捏	扌日土󰀝
泸	氵󰀥尸ノ
馓	⺈󰁐󰁺夂
提	扌日一󰁾
珐	王土厶󰁶
庵	广大日乚
亵	亠扌九󰀔
澉	氵乛耳夂
腠	月三人大
侉	亻大二ㄅ
徉	彳丷󰅆󰀢
鸦	󰀂亅丿一
髌	󰀾月宀八
辉	⺌一儿车
龉	止人凵口
带	一〣冖丨
旬	勹日󰀌
嗬	口艹亻口
惴	忄山丆〢
让	讠上󰀝
拜	三十󰀢
盲	亠󰄃目󰀘
趁	土󰁾人彡
纵	纟人人󰁶
晴	日主月󰀝
陴	阝白丿十
伸	亻日丨󰀢
瞿	目目亻󰁷
翮	一口冂羽
枭	勹丶ㄅ木
忮	忄十又󰁶
蠓	虫艹冖󰀓
洧	氵月󰀝
芜	艹二󰁜󰀅
龆	止人凵口
篑	⺮口丨贝
掐	扌⺈臼󰀝
髹	󰂞彡亻木
译	讠又二丨
洳	氵女口󰀝
濉	氵目亻󰁷
忉	忄刀ノ
蟀	虫亠ㄠ十
揍	扌三人大
颟	艹一冂贝
反	⺁又󰀦
螈	虫厂白小
淦	氵金󰀝
左	工󰀘
煜	火日立󰀝
灞	氵󰀙廿月
渠	氵匚󰁃木
喀	口宀夂口
诹	讠耳又󰁶
锊	钅爫寸󰁶
暴	日󰁺八氺
皴	厶八夂又
蚴	虫ㄠ力ノ
膝	月木人氺
板	木⺁又󰁶
睿	󰀥冖一目
轸	车人彡ノ
杭	木亠几󰁀
弭	弓耳󰀝
浒	氵讠𠂉十
缭	纟大丷小
漭	氵艹大廾
浓	氵冖󰀔󰁶
旧	丨日󰀝
敫	白方夂󰁶
拂	扌弓󰀯󰀢
姹	女宀丿七
偏	亻丶尸艹
案	宀女木󰁧
灏	氵日亠贝
娑	氵小丿女
遏	日勹人辶
麦	主夂󰁧
浚	氵厶八夂
谁	讠亻󰁷󰀝
脞	月人人土
嗥	口白大十
日	日日日日
椿	木三人日
亦	亠󰁖󰁧
蹭	口止丷日
桎	木一厶土
间	门日󰀌
踵	口止丿土
痴	疒𠂉大口
觋	工人人󰁜
吆	口ㄠ󰁶
呀	口󰀂亅丿
程	禾口王󰀝
理	王日土󰀝
节	艹ㄗ󰀬
圬	土二ㄅ󰁀
本	木一󰀌
续	纟十乛大
蝾	虫艹冖木
嘴	口止匕用
猬	犭ノ田月
涙	氵丶尸大
醇	西一亠子
眦	目止匕󰁀
舐	丿古󰁚弋
穑	禾十䒑口
成	厂𠃌󰅅丶
涟	氵车辶󰁶
削	⺌月刂󰀢
鹦	贝贝女一
胞	月勹巳󰁀
豁	宀三丨口
椟	木十乛大
脾	月白丿十
书	󰁈𠃌丨丶
迟	尸󰂃辶󰀦
涨	氵弓丿󰂃
谗	讠⺈口󰁦
践	口止戋
阴	阝月󰀝
昴	日󰁚丿卩
瘴	疒立早󰀵
屁	尸󰁴匕󰁫
停	亻󰁸冖丁
烘	火󰁺八󰁶
闽	门虫󰀦
霍	󰀙亻󰁷󰀘
寮	宀大丷小
掭	扌一大⺗
挞	扌大辶󰁶
偬	亻勹󰁤心
幻	ㄠ𠃌󰁀
腥	月日丿主
倜	亻󰀼土口
狐	犭ノ⺁󰂃
陧	阝日土󰀝
段	亻三几又
宵	宀⺌月󰀘
肘	月寸󰁶
爬	⺁丨󰂃巴
勐	子皿力ノ
檑	木󰀙田󰀝
沁	氵心󰁶
络	纟夂口󰀝
鋈	氵丿大金
鲁	󰁢一日󰀘
讵	讠匚󰁃󰀝
缦	纟日罒又
襟	衤󰁧木小
拈	扌󰀥口󰀝
帻	冂丨主贝
袭	ヒ丶󰀔
灬	灬丶丶丶
皿	皿丨󰁈一
谱	讠䒑󰅊日
额	宀夂口贝
髋	󰀾月宀󰁜
岁	山夕󰁧
锆	钅丿土口
闺	门土土󰀌
旎	方𠂉尸匕
唆	口厶八夂
垫	扌九丶土
催	亻山亻󰁷
渊	氵丿米丨
卩	卩𠃌丨
炜	火二𠃌丨
叫	口󰁐丨󰀢
孵	󰁚丶丿子
髑	󰀾月罒虫
捩	扌丶尸犬
耸	人人耳󰀘
哆	口夕夕󰁶
劐	艹亻󰁷刂
糁	米厶大彡
温	氵日皿󰀝
褛	衤󰁧米女
港	氵󰁺八巳
煞	⺈彐夂灬
滦	氵亠󰁗木
酞	西一大丶
嫉	女疒𠂉大
螟	虫冖曰六
邬	勹ㄅ󰀞阝
悬	󰀐一厶心
硭	石艹亠󰄃
所	⺁󰁃斤󰀢
游	氵方𠂉子
峁	山󰁚丿卩
龠	人一口艹
蝎	虫日勹󰄃
煸	火丶尸艹
酸	西一厶夂
彗	三丨三彐
贳	廿󰄃贝󰁧
镲	钅宀󰁯小
湃	氵三十
熬	主󰁡夂灬
拴	扌人王󰀝
蛴	虫文󰀯󰀢
冬	夂󰁦󰁧
児	丨日儿󰀅
湘	氵木目󰀝
擂	扌󰀙田󰀝
腐	广亻寸人
酐	西一干󰀢
侦	亻󰀥贝󰁶
捆	扌囗木󰁶
饽	⺈󰁐十子
酬	西一丶丨
嬉	女士口口
滘	氵冖八口
苴	艹󰀐一󰀘
租	禾󰀐一󰀝
庸	广󰁬用
颂	八厶丆贝
湫	氵禾火󰁶
湮	氵覀土󰀝
潮	氵十日月
砭	石丿之󰁶
轮	车人匕󰁀
荀	艹勹日󰀘
啲	口白勹丶
湿	氵日󰅊一
苒	艹冂土󰀘
侮	亻𠂉母󰁶
鳃	󰁢󰀞田心
铲	钅立丿ノ
郸	丷曰十阝
炬	火匚󰁃󰀝
焐	火五口󰀝
莴	艹口冂人
契	三丨刀大
璀	王山亻󰁷
源	氵厂白小
哀	󰁸󰀔󰁧
恬	忄丿古󰀝
脐	月文󰀯󰀢
娟	女口月󰀝
魉	白󰁜厶人
霎	󰀙立女󰀘
铀	钅由󰀝
挈	三丨刀手
蜥	虫木斤󰀢
茈	艹止匕󰀅
茴	艹囗口󰀘
韭	三〢三一
倾	亻󰁴丆贝
镂	钅米女󰀝
傩	亻又亻󰁷
埭	土󰁬氺󰁶
魁	白󰁜厶十
短	𠂉大一䒑
绸	纟󰀼土口
稣	󰁢󰀞禾󰁶
准	冫亻󰁷󰀝
溧	氵覀木󰁶
梵	木木几丶
遴	米夕󰀂辶
臆	月立日心
涉	氵止󰀤ノ
痈	疒用󰀵
榭	木丿󰀽寸
公	八厶󰁧
恤	忄丿皿󰀝
嚟	口禾勹氺
堙	土覀土󰀝
馑	⺈󰁐廿主
烦	火丆贝󰁶
碧	王白石󰀘
写	冖一ㄅ一
钡	钅贝󰁶
宁	宀丁󰀬
殁	一夕几又
酾	西一一丶
翦	䒑月刂羽
滠	氵耳又又
颥	󰀙丆冂贝
翥	土丿日羽
匦	匚车九󰁫
滨	氵宀󰅍八
爪	⺁丨󰂃󰀦
珀	王白󰀝
菀	艹宀夕⺋
截	十戈亻󰁷
静	主月⺈亅
喈	口󰁴匕白
莲	艹车辶󰁧
悴	忄亠人十
漂	氵覀二小
肴	乂月󰀘
页	丆贝󰁧
弃	亠厶廾󰀬
褥	衤󰁧厂寸
姑	女古󰀝
憬	忄日亠小
科	禾󰁦十󰀢
槑	口木口木
醐	西一古月
觑	󰅋七󰅊󰁜
辏	车三人大
皙	木斤白󰀘
剪	䒑月刂刀
霖	󰀙木木󰁧
憾	忄厂一心
撮	扌日耳又
西	西一丨一
补	衤󰁧卜󰁶
祭	󰁯二小󰁧
偻	亻米女󰀝
恻	忄贝刂󰀢
漪	氵犭ノ口
漫	氵日罒又
鳋	󰁢󰀞又虫
证	讠一止󰀝
篁	⺮白王󰀘
暁	日十艹儿
总	丷口心󰁧
华	亻ヒ十󰀬
辰	厂二󰀖󰀦
堵	土土丿日
镫	钅癶一䒑
啊	口阝丁口
韧	二𠃌丨丶
夭	丿大󰀦
陈	阝󰀂小󰁶
期	艹三八月
土	土土土土
蛮	亠󰁗虫󰁧
挺	扌丿士廴
谓	讠田月󰀝
潦	氵大丷小
拾	扌人一口
勾	勹厶󰀦
疮	疒人⺋󰁫
七	七一乚
朝	十早月󰀝
绚	纟勹日󰀝
硐	石冂一口
屏	尸䒑廾󰀵
辘	车广󰁃匕
真	十󰀣八󰁧
烬	火尸󰂃󰁦
椭	木阝月
妆	丬女󰀝
胬	女又冂人
馆	⺈󰁐宀󰁃
鹃	口月勹一
植	木十󰀣󰀝
冻	冫󰀂小󰁶
澳	氵丿ㄇ大
胀	月丿七󰂃
嘈	口一ㄇ日
义	丶乂󰀦
炀	火ㄋ󰁤ノ
犳	犭󰁥勹丶
阈	门戈口󰀞
蹉	口止䒑工
忘	亠󰄃心󰁧
查	木日一󰀘
錾	车斤金󰀘
俘	亻爫子󰀝
猾	犭ノ󰀾月
胪	月󰀥尸ノ
匾	匚丶尸艹
堆	土亻󰁷󰀝
濠	氵󰁸冖󰀓
厦	厂丆目夂
皂	白七󰀅
住	亻丶王󰀝
刁	𠃌󰀞󰀌
恪	忄夂口󰀝
翘	弋丿一羽
蟥	虫󰁺由八
挤	扌文󰀯󰀢
松	木八厶󰁶
脬	月爫子󰀝
舀	爫臼󰀘
咯	口夂口󰀝
泯	氵󰁃󰁐弋
崩	山月月󰀘
淝	氵月巴󰁀
煊	火宀一一
蚣	虫八厶󰁶
奴	女又󰁶
杂	九木󰁧
芭	艹巴󰀅
倍	亻立口󰀝
撙	扌丷西寸
颇	󰅌又丆贝
聆	耳人丶󰁻
碇	石宀一󰁾
恆	忄一丨一
砟	石𠂉丨二
窭	宀八米女
扬	扌ㄋ󰁤ノ
缘	纟彑󰀓󰁶
抿	扌󰁃󰁐弋
馥	禾日𠂉夂
灾	宀火󰁧
尸	尸󰁈一丿
热	扌九丶灬
端	立山丆〢
艳	三丨⺈巴
磐	丿󰁪几石
突	宀八犬󰁧
答	⺮人一口
骁	󰀊󰀞弋儿
留	󰁚丶刀田
镙	钅田幺小
涵	氵了󰀪凵
蕙	艹一日心
趵	口止勹丶
畴	田三丿寸
茁	艹凵山󰀬
幌	冂丨日儿
疤	疒巴󰁫
疟	疒匚一󰀌
循	彳⺁十目
鞴	廿󰀜󰁺用
鳗	󰁢󰀞日又
骸	󰀾月亠人
硇	石丿囗乂
颈	ス工丆贝
袈	力口亠
易	日勹󰁤󰁣
佘	人二小󰁧
冤	冖⺈口丶
潘	氵丿米田
劬	勹口力ノ
蓁	艹三人禾
肾	〢又月󰀘
顿	一凵󰁐贝
驭	󰀊󰀞又󰁶
嫁	女宀豕
琼	王󰁸小󰁶
犀	尸氺󰅎丨
技	扌十又󰁶
髁	󰀾月日木
哕	口山夕󰁶
渍	氵主贝󰁶
贻	贝厶口󰀝
邑	口巴󰀅
冫	冫丶󰀞
疴	疒丁口󰀌
赵	土󰁾乂
蒯	艹月月刂
垆	土󰀥尸ノ
青	主月󰀘
陋	阝一冂󰄃
雒	夂口亻󰁷
蚪	虫󰁦十󰀢
裂	一夕刂󰀔
痿	疒禾女󰀌
祈	礻󰁶斤󰀢
酏	西一也󰁀
萝	艹罒夕󰁧
怕	忄白󰀝
烤	火土丿ㄅ
溘	氵土厶皿
夥	日木夕夕
亘	一日一󰀘
稿	禾󰁸冂口
遗	口丨一辶
材	木󰀛丿ノ
缑	纟亻ユ大
臬	丿目木󰁧
橥	犭ノ土木
锦	钅白冂丨
臾	臼人󰀦
蓑	艹亠口󰀔
旆	方𠂉一丨
褴	衤󰁧〢皿
铴	钅氵ㄋ󰁤
贵	口丨一贝
坐	人人土󰀌
洵	氵勹日󰀝
丬	丬丶󰀞丨
孚	爫子󰀘
鸫	󰀂小勹一
犬	犬一丿丶
犴	犭ノ干󰀢
鸸	丆冂〢一
输	车人一刂
鲇	󰁢󰀞󰀥口
鼾	丿目田干
呆	口木󰁧
狂	犭ノ王󰀝
妯	女由󰀝
戬	一󰅊一戈
愤	忄十艹贝
绘	纟人二厶
付	亻寸󰁶
域	土戈口󰀞
戾	丶尸犬󰀦
跸	口止󰁴十
裥	衤󰁧门日
默	󰀹土灬犬
秭	禾丿ㄅ丿
般	丿󰁪几又
舾	丿󰁪西󰀝
槿	木廿口主
猕	犭ノ弓小
诏	讠刀口󰀝
锴	钅󰁴匕白
鲸	󰁢󰀞亠小
兮	八一ㄅ󰀅
佑	亻口󰀝
砑	石󰀂亅丿
泵	石水󰁧
荽	艹爫女󰀘
椒	木上小又
丘	󰅍一󰀌
孜	孑夂󰁶
孙	孑小󰁶
盆	八刀皿󰀘
屹	山𠂉乙󰁀
尖	小大󰁧
挫	扌人人土
薅	艹女厂寸
缧	纟田ㄠ小
熙	匚丨口灬
觞	⺈用𠂉󰁤
尾	尸丿二乚
叁	厶大三󰀘
尿	尸水󰀦
獭	犭ノ一贝
谮	讠󰀂󰁜日
辑	车口耳󰀝
捭	扌白丿十
殉	一夕勹日
牵	大冖󰅎
辊	车日󰁴匕
安	宀女󰀘
幂	冖日大丨
钟	钅口丨󰀢
菈	艹扌立󰀘
砉	三丨石󰀘
漯	氵田ㄠ小
帘	宀八冂丨
侑	亻月󰀝
窥	宀八二󰁜
榀	木口口口
莽	艹犬廾󰀬
篾	⺮罒厂丶
禀	亠囗口小
璧	尸口立丶
晾	日󰁸小󰁶
瓤	亠口口󰂃
沣	氵三丨󰀢
褚	衤󰁧土日
膻	月亠囗一
番	丿米田󰀘
灌	氵艹口󰁷
抑	扌󰁚卩󰀢
悝	忄日土󰀝
诖	讠土土󰀝
滟	氵三丨巴
诮	讠⺌月󰀝
篮	⺮〢𠂉皿
逗	一口䒑辶
近	斤辶󰀵
痄	疒𠂉丨二
授	扌爫冖又
痧	疒氵小丿
裾	衤󰁧尸古
鹘	󰀾月勹一
恝	三丨刀心
跪	口止⺈⺋
诉	讠斤丶󰁶
措	扌󰁺日󰀝
护	扌丶尸ノ
瑟	王王心丿
芤	艹孑乚󰀅
诫	讠戈廾󰀢
杰	木灬󰁧
瘟	疒日皿󰀌
瘪	疒丿目匕
血	丿皿󰀌
拽	扌日󰅅ノ
桀	夕󰀂丨木
础	石凵山󰀢
出	凵山󰀵
胯	月大二ㄅ
恹	忄厂大丶
翻	丿米田羽
角	⺈用󰀬
讫	讠𠂉乙󰁀
独	犭ノ虫󰁶
括	扌丿古󰀝
帑	女又冂丨
渑	氵口日乚
猓	犭󰁥曰木
丑	󰁈土󰀌
谚	讠立丿彡
骶	󰀾月󰁚丶
摈	扌宀󰅍八
盟	日月皿󰀘
目	目目目目
直	十󰀣󰀘
莅	艹亻立󰀘
锟	钅日󰁴匕
蔟	艹方𠂉大
生	丿主󰀌
栢	木丆日󰀝
虐	󰅋七匚一
堀	土尸凵山
驾	力口马
迎	󰁚卩辶󰀵
巨	匚󰁃󰀌
挽	扌⺈口󰁜
煽	火丶尸羽
砀	石ㄋ󰁤ノ
栀	木⺁一⺋
訾	止匕言󰀘
丨	丨丨〇〇
怡	忄厶口󰀝
瞟	目覀二小
瞧	目亻󰁷灬
肥	月巴󰁀
薜	艹尸口辛
竭	立日勹󰄃
婶	女宀日丨
髭	󰂞彡止匕
焯	火󰀥早󰀢
矍	目目亻又
屉	尸廿󰄃󰁫
舵	丿󰁪宀匕
究	宀八九󰀅
汉	氵又󰁶
掩	扌大日乚
豉	一口䒑又
铟	钅囗大󰁶
研	石一廾󰀢
霞	󰀙󰁃丨又
鹑	󰁸孑󰁠一
蹑	口止耳又
淘	氵勹󰅎山
命	人一口卩
派	氵⺁󰀕󰁶
砥	石󰁚󰀁丶
葩	艹白巴󰀅
检	木人
烽	火夂三丨
宥	宀月󰀘
郇	勹日阝󰀢
卅	一川󰀵
弈	亠󰁖廾󰀬
薏	艹立日心
缈	纟目小丿
急	⺈彐心󰁧
倥	亻宀八工
牌	丿丨一十
贾	覀贝󰁧
辎	车巛田󰀝
云	二厶󰁧
庑	广二󰁜󰁫
蘸	艹西一灬
贮	贝宀一󰀝
碚	石立口󰀝
洮	氵儿󰀪󰁶
瑭	王广󰁬口
绷	纟月月󰀝
斟	艹三八十
贶	贝口儿󰁀
荤	艹冖车󰀬
盐	土卜皿󰀘
蛐	虫ㄇ󰁺󰀝
廷	丿士廴󰀌
眩	目亠ㄠ󰁶
泾	氵ス工󰀝
咽	口囗大󰁶
儇	亻罒一󰀔
阮	阝二儿󰁀
镏	钅󰁚丶田
客	宀夂口󰀘
颀	斤丆贝󰁶
嵘	山艹冖木
烹	󰁸了灬󰁧
敏	𠂉母夂󰁶
畏	田一󰀖󰁧
辫	辛纟辛󰀢
龟	⺈日乚󰀅
钽	钅日一󰀝
蒽	艹囗大心
萌	艹日月󰀘
咭	口士口󰀝
搌	扌尸󰁺󰀖
滑	氵󰀾月󰀝
廑	广廿口主
钭	钅󰁦十󰀢
祆	礻󰁶一大
镩	钅宀八丨
播	扌丿米田
步	止󰀤󰁣
祟	凵山二小
赘	主󰁡夂贝
镟	钅方𠂉󰁾
锌	钅辛󰀢
绑	纟三丿阝
龊	止人凵󰁾
隐	阝⺈彐心
揽	扌〢𠂉󰁜
禁	木木二小
菽	艹上小又
艹	艹一丨丨
岘	山ㄇ󰁜󰁀
禅	礻󰁶丷十
批	扌󰁴匕󰁀
阏	门方人󰁦
禳	礻󰁶亠󰀔
雌	止󰁴亻󰁷
缁	纟巛田󰀝
嘏	古󰁃丨又
弁	厶廾󰀬
杀	乂木󰁧
秂	禾人󰁧
企	人止󰀘
叭	口八󰁶
揭	扌日勹󰄃
班	王丶丿王
议	讠丶乂󰁶
衲	衤󰁧冂人
于	一󰀛󰀵
衹	衤󰁧󰁚󰀁
啐	口亠人十
队	阝人󰁶
苤	艹丆卜一
粘	米󰀥口󰀝
镐	钅󰁸冂口
彷	彳方ノ
架	力口木󰁧
吞	一大口󰀘
积	禾口八󰁶
签	⺮人一一
搽	扌艹人木
逞	口王辶󰀌
落	艹氵夂口
移	禾夕夕󰁶
嗟	口䒑󰀠工
要	覀女󰀘
檩	木亠囗小
终	纟夂󰁦󰁶
需	󰀙丆冂〢
蜀	罒勹虫󰁧
族	方𠂉𠂉大
最	日耳又󰁧
瑞	王山丆〢
鄞	廿口主阝
稽	禾乚日
搭	扌艹人口
吭	口亠几󰁀
罟	罒古󰀘
筮	⺮工人人
粞	米西󰀝
浑	氵冖车󰀢
唐	广󰁬丨口
阅	门丷口儿
陨	阝口贝󰁶
靶	廿󰀜巴󰁀
锐	钅丷口儿
童	立日土󰀘
铮	钅⺈󰁬亅
德	彳十罒心
衣	亠󰀔󰁧
肀	󰁬丨󰀵
谘	讠冫⺈口
粥	弓米弓󰁀
窳	宀八⺁󰂃
鲥	󰁢󰀞日寸
道	䒑丿目辶
嫦	女⺌冖丨
抟	扌二󰁓丶
尘	小土󰀘
谐	讠󰁴匕白
辁	车人王󰀝
氐	󰁚󰀁丶󰀦
鸾	亠󰁗勹一
岵	山古󰀝
茼	艹冂一口
征	彳一止󰀝
郓	冖车阝󰀢
鲵	󰁢󰀞臼儿
竺	⺮二󰀘
懈	忄⺈月󰀟
缉	纟口耳󰀝
火	火火火火
笄	⺮一廾󰀬
涑	氵一口󰅇
趟	土󰁾⺌口
趑	土󰁾冫人
询	讠勹日󰀝
笑	⺮丿大󰁧
踮	口止广口
啭	口车二丶
笥	⺮𠃌一口
迥	冂口辶󰀌
芍	艹勹丶󰁧
牟	厶󰅎丨
艟	丿󰁪立土
钤	钅人丶乛
锑	钅丷弓丿
疽	疒󰀐一󰀌
施	方𠂉也󰁀
巾	冂丨󰀵
撤	扌亠厶夂
獗	犭ノ厂人
翁	八厶羽󰀘
南	十冂䒑十
汐	氵夕󰁶
她	女也󰁀
咴	口火󰁶
菸	艹方人󰁦
揸	扌木日一
蒴	艹䒑凵月
钴	钅古󰀝
秉	丿一󰁬󰅇
箍	⺮扌匚丨
铐	钅土丿ㄅ
箪	⺮丷曰十
屎	尸米󰀦
淑	氵上小又
箸	⺮土丿日
跑	口止勹巳
纠	纟󰁐丨󰀢
篦	⺮丿囗匕
淮	氵亻󰁷󰀝
差	䒑󰀠工󰀘
谶	讠人人󰀞
簟	⺮覀早󰀬
剞	大丁口刂
瞅	目禾火󰁶
谥	讠䒑八皿
沾	氵󰀥口󰀝
挟	扌一丷大
尥	乚勹丶
粜	凵山米󰁧
隍	阝白王󰀝
诓	讠匚王󰀝
癀	疒󰁺由八
丁	丁一亅
币	丿冂丨󰀵
精	米主月󰀝
氵	氵丶丶󰀞
铽	钅弋心丶
陀	阝宀匕󰁀
扈	丶尸口巴
版	丿丨一又
鲶	󰁢󰀞人心
谵	讠⺈厂言
沮	氵󰀐一󰀝
粮	米丶彐󰀖
瘁	疒亠人十
鲮	󰁢󰀞土夂
蜿	虫宀夕⺋
羸	亠󰄃口丶
贽	扌九丶贝
髟	󰂞彡󰁥
职	耳口八󰁶
阊	门日日󰀌
鳕	󰁢󰀞󰀙彐
娉	女由一ㄅ
苞	艹勹巳󰀅
臻	一厶土禾
篥	⺮覀木󰁧
该	讠亠ㄥ人
寥	宀羽人彡
拟	扌󰁐丶人
红	纟工󰀝
约	纟勹丶󰁶
瘀	疒方人󰁦
昀	日勹冫󰀝
嘀	口亠丷古
纰	纟󰁴匕󰁀
毵	厶大彡乚
琴	王王人乛
鹁	十冖孑一
蹁	口止丶艹
钸	钅冂丨
戈	戈一󰁒丶
诵	讠󰁻用
绦	纟夂木󰁶
甭	丆卜用
痼	疒囗古󰀌
锭	钅宀一󰁾
鸽	人一口一
问	门口󰀌
迸	䒑廾辶󰀵
囿	囗月󰀌
替	二人二日
诟	讠⺁一口
俸	亻三人󰀟
婉	女宀夕⺋
赦	土󰁖夂󰁶
原	厂白小󰀦
颐	匚丨口贝
玟	王文󰁶
囡	囗女󰀌
镤	钅󰅊一人
蕤	艹一󰀓主
罢	罒土厶󰁧
迮	𠂉丨二辶
咗	口工󰀝
蝌	虫禾󰁦十
莺	艹冖勹一
羿	羽廾󰀬
钗	钅又丶󰁶
雀	小亻󰁷󰀘
谜	讠米辶󰁶
翊	立羽󰀝
哈	口人一口
沉	氵冖几
置	罒十󰀣󰀘
褶	衤󰁧羽白
锺	钅丿一土
汔	氵𠂉乙󰁀
福	礻󰁶一田
聃	耳冂土󰀝
部	立口阝󰀢
缮	纟丷󰅆口
胆	月日一󰀝
醌	西一日匕
铈	钅亠冂丨
镎	钅人一手
粉	米八刀ノ
貉	豸夂口󰀝
荬	艹乛󰁦大
卟	口卜󰁶
损	扌口贝󰁶
筘	⺮扌口󰀘
荟	艹人二厶
迢	刀口辶󰀌
莫	艹日大󰁧
菌	艹囗禾󰁧
萤	艹冖虫󰁧
呗	口贝󰁶
绁	纟廿󰄃󰁀
滁	氵阝人木
著	艹土丿日
蚀	⺈󰁐虫󰁶
磲	石氵匚木
筐	⺮匚王󰀘
泉	白水󰁧
况	冫口儿󰁀
蓟	艹󰁢󰀞刂
熵	火亠丷口
喽	口米女󰀝
吹	口⺈人󰁶
薤	艹一夕一
滞	氵一〣丨
绮	纟大丁口
填	土十󰀣八
藜	艹禾勹氺
鲚	󰁢󰀞文󰀯
逾	人一月辶
针	钅十󰀢
蒈	艹󰁴匕白
辜	古辛󰀬
窘	宀八󰁬口
擤	扌丿目󰀯
吟	口人丶乛
参	厶大彡󰁣
邴	一冂人阝
鲐	󰁢󰀞厶口
铤	钅丿士廴
败	贝夂󰁶
趾	口止止󰀝
岐	山十又󰁶
茗	艹夕口󰀘
猗	犭ノ大口
饭	⺈󰁐⺁又
剑	人一󰀧刂
暌	日癶一大
胄	由月󰀘
鲫	󰁢󰀞彐卩
桐	木冂一口
僵	亻一田一
效	六ㄨ攵
畀	田一󰀯󰀬
竞	立口儿󰀅
训	讠川󰀢
洁	氵士口󰀝
綮	丶尸夂小
袂	衤󰁧ユ人
闭	门󰀛丿󰀏
裟	氵小丿󰀔
畈	田⺁又󰁶
蕈	艹覀早󰀬
处	夂卜󰀦
涮	氵尸冂刂
泥	氵尸匕󰁀
褡	衤󰁧艹口
鞋	廿󰀜土土
峥	山⺈󰁬亅
鳐	󰁢󰀞爫山
觉	󰀧冖ㄇ󰁜
菟	艹⺈口丶
高	󰁸冂口󰀘
阽	阝󰀥口󰀝
泐	氵
狗	犭ノ勹口
苗	艹田󰀘
闹	门亠冂丨
腋	月亠亻丶
锔	钅尸𠃌口
饶	⺈󰁐弋儿
阐	门丷曰十
黑	󰀹土灬󰁧
鲡	󰁢󰀞一丶
销	钅⺌月󰀝
赁	亻丿士贝
赠	贝丷󰀺日
流	氵亠厶
超	土󰁾刀口
鸯	ㄇ大勹一
絮	女口ㄠ小
躁	口止口木
钹	钅又丶
赉	一米贝󰁧
隔	阝一口丨
浮	氵爫子󰀝
嘭	口士口彡
眾	罒亻人󰂃
蒨	艹亻月
〇	〇〇〇〇
