礼	二小乚󰁀
圐	囗罒方󰀏
冔	󰀰口一󰀛
䥕	釒㡀攵󰁶
猴	犭ノ亻大
睜	目爫󰁬亅
䱱	󰁢灬亠丨
㭘	木人一口
㒋	亻󰀎八斤
帰	丶丿彐丨
㜭	女⺌冖田
䆙	宀八一止
噾	口宀八日
㽑	甘覀早󰀢
夰	大󰀯󰀬
跆	口止厶口
緆	糹曰勹󰁤
頳	土󰁖丆貝
鷆	匕目󰄃灬
㠳	丿󰂃冂丨
㷆	火丿󰃧十
堳	土󰁅目󰀝
巆	山火火口
财	贝󰀛丿ノ
索	十冖ㄠ小
臔	月匚丨貝
鴢	幺力󰁟灬
䗡	虫一止灬
㗡	艹亻乃匕
旡	󰀄󰁜󰁫
崢	山爫󰁬亅
釔	釒乙󰁀
橸	木曰曰曰
䗰	虫毌貝󰁶
禅	礻󰁶丷十
徳	彳十罒心
秂	禾人󰁧
叭	口八󰁶
㜢	女󰀻女󰀝
䛭	言土䒑十
蒰	艹丿󰁪又
䑁	󰀗乂乂月
媔	女丆囗二
粘	米󰀥口󰀝
愔	忄立日󰀝
揈	扌勹言󰀝
䧷	夂󰁦亻󰁷
石	石一丿一
虅	艹月丷灬
鸆	虍口一灬
䟳	口󰁾羽󰀌
㙅	土口木󰁶
丆	丆一丿
噅	口爫丿灬
渆	氵䒑廾刂
鷢	厂䒑凵灬
墬	阝彑󰀓土
甡	丿丿
蔡	艹󰁯二小
唡	口一冂人
淢	氵戈口󰀞
㔡	丿囗乂力
䔡	艹󰁢灬󰁧
惧	忄󰀣八󰁶
蟨	厂䒑凵虫
胿	月土土󰀝
䱘	禾刂󰁢灬
鑰	釒人一艹
揥	扌亠丷丨
揦	扌木口刂
揧	木口刂手
慔	忄艹曰大
阅	门丷口儿
䑰	丿󰁪止󰀤
摰	土八土手
㟳	山覀木󰁶
徑	彳一巛工
妟	曰女󰀘
㘙	口口口攵
眅	目⺁又󰁶
朅	土厶日󰄃
圅	󰁻囗䒑十
但	亻日一󰀝
㿳	皮巛田󰀝
揷	扌丿一丨
齆	丿目田巴
鞳	廿󰀜艹口
䠮	口止丷灬
镡	钅覀早󰀢
蕡	艹十艹貝
畡	田亠ㄥ人
敡	日勹󰁤又
嶢	山土土儿
䶢	止󰀆戊口
㕡	󰀥冖一又
㿯	人一口皮
堮	土口口ㄅ
䫍	丨三丨貝
蒱	艹扌甫󰁧
璱	王王王丿
䑿	丿󰁪宀日
㑿	亻巛日木
丄	丨一󰀌
傑	亻夕㐄木
呯	口一丷十
䱲	󰁢灬彑󰀓
癕	疒亠󰁲󰁷
㜅	女亠幺田
㞳	山󰁦十󰀢
媡	女木󰀹󰀝
嫶	女亻󰁷灬
澆	氵土土儿
㚡	大丁口口
來	木人人󰀦
杳	木日󰀘
靳	廿󰀜斤󰀢
皡	白白󰀪十
蛅	虫󰀥口󰀝
雅	󰀂亅丿󰁷
匑	勹丿󰀽弓
䌑	糹匚丨土
䘿	衤󰁧尸山
㘯	土𠂉力󰁥
㿓	疒大人󰁾
㜻	女言糹心
荱	艹尸毛󰀅
搤	扌䒑八皿
诓	讠匚王󰀝
㬕	日礻󰁶羊
䋔	糹丆卜一
勔	丆囗〢力
狔	犭󰁥尸匕
暕	日木󰀹󰀝
帷	冂丨亻󰁷
憯	忄󰀄󰁜日
搩	扌夕㐄木
䤤	釒亠ㄥ人
䄁	礻󰁶廿󰄃
䟒	土󰁾艹󰁷
㾧	疒日木󰀦
㐒	刀口乙󰀅
嚖	口三丨心
蓤	艹冫土夂
㛡	女宀二儿
涅	氵日土󰀝
囡	囗女󰀌
丢	丿土厶󰁧
盡	󰁬丨一皿
曡	日日日一
鸢	弋勹丶一
踢	口止日󰁤
䌱	糹󰄹月丶
㯲	木木木小
處	虍夂几󰁫
嗕	口厂二寸
㕄	厂一幺󰀦
亖	二二󰀘
啄	口一󰀓丶
䕄	艹了󰀩皿
旕	方人󰁦匕
㗳	口⺮人口
㺖	犭󰁥乛攵
䇁	宀八󰁢羊
㸸	牜⺁一口
䜒	言丿ㄇ大
㽓	丿丿
摌	扌立丿
䃺	石广木三
褶	衤󰁧羽白
㒯	⺌一儿󰀟
隕	阝口貝󰁶
摜	扌毌貝󰁶
摝	扌󰁙󰁴匕
摟	扌󰀻女󰀝
㵸	氵人一艹
仢	亻勹丶󰁶
廢	广癶弓又
泅	氵囗人󰁶
甄	覀土一丶
転	車二厶󰁶
黢	󰀹土灬夂
滢	氵艹冖丶
瘡	疒人丶口
䝒	一󰀓耳乑
㝒	宀古󰀘
㽨	田⺶工󰀝
䃫	石⺈厂言
䔄	艹爫𠂉凵
唄	口貝󰁶
㛳	亠丷冖女
㔄	覀米刂󰀢
厱	厂人一人
䎱	二木罒匕
㭲	木八人口
玔	王川󰀢
掔	匚丨󰁃手
䜯	八人口米
㶨	丆卜灬󰁧
䚒	立日土儿
嚒	口广木幺
墥	土立曰土
䑑	匚丨󰁃夫
撈	扌火火力
㔎	凵人󰃧刀
匭	匚車九󰁫
揔	扌勹󰁤心
鏔	釒宀一八
庢	广一厶土
凄	冫一󰁬女
䇄	立𠂉乙󰁀
㨅	扌艹冂人
陡	阝土󰁾󰁶
虡	虍业八󰀦
红	纟工󰀝
晡	日一月丶
㗯	土丿日匕
䏔	月󰁈丨一
鍔	釒口口ㄅ
巟	亠󰄃󰀸󰀅
䛒	工一ㄅ言
騅	󰀋灬亻󰁷
臄	月虍一󰀓
燄	⺈臼火火
囒	口艹門󰀹
撟	扌丿大口
撡	扌厶厶⺗
撨	扌亻󰁷灬
幰	冂丨宀心
伽	亻力口󰀝
誊	䒑大言󰀘
猔	犭󰁥宀小
㔅	󰁬十󰀲刂
䉿	米丿丷󰀛
傁	亻臼丨又
忥	气心󰀦
鞡	廿󰀜扌立
擄	扌虍田力
擈	扌业䒑未
僄	亻覀二小
垡	亻戈土󰀘
枡	木丿廾󰀢
赅	贝亠ㄥ人
螡	文虫虫󰁧
䝓	一󰀓巛󰁒
噒	口米夕㐄
㽢	田大日乚
佢	亻匚󰁃󰀝
䙒	衤󰁧亠田
㸓	爫日󰀘
㪸	󰀎八󰁦十
䊮	米羽亻󰁷
擔	扌⺈厂言
㖄	口丶丿丨
䖄	艹廿口灬
善	䒑󰀟䒑口
嘪	口罒貝󰁶
據	扌虍一󰀓
獔	犭󰁥白十
協	十力力力
擟	扌一八乂
铝	钅口口󰀝
擥	匚丨󰁃手
䟂	土󰁾日又
㟂	山母󰁶
剮	ㄇ󰁈冂刂
擧	󰀗一󰁕手
䋿	糹田一󰀖
徢	彳一󰁬󰁾
鼢	臼󰁐󰁦刀
瓕	弓一八丶
菨	艹立女󰀘
柡	木二水󰁶
弢	弓凵丨又
蟡	虫爫丿灬
缢	纟䒑八皿
沅	氵二儿󰁀
岅	山⺁又󰁶
伢	亻󰀂亅丿
粅	米勹󰁤󰁥
堫	土乂凵夂
䌮	糹󰀙木目
䑄	月丿目󰀯
㲅	宀三丨又
䊿	糹夫󰁶
䴺	木人人口
婠	女宀󰃧󰀝
峼	山丿土口
幀	冂丨󰀥貝
攔	扌門木󰀹
擠	扌󰀴󰀳󰀝
甕	亠󰁲丿丶
攜	扌山亻口
䄱	禾方󰁥
攤	扌廿口󰁷
攧	扌十󰀣貝
攪	扌󰀗乂儿
䀐	目彡󰁥
偔	亻口口ㄅ
垬	土󰁺八󰁶
䍯	⺶⺈厂⺋
㴓	氵田心󰁶
霡	󰀙月丶󰀩
邔	󰁁阝󰀢
眡	目󰁚󰀁丶
蜡	虫󰁺日󰀝
鯅	󰁢灬丿廴
濢	氵羽亠十
㿢	日月白󰀘
俢	亻夂彡󰁥
各	夂口󰀘
搄	扌忄一一
㯅	木广白十
䐄	月⺈臼󰀝
肔	月也󰁀
嶨	󰀗乂乂山
㻽	王亻󰁷𠃌
㔿	一󰁐丨󰀵
堥	󰁻乛亅土
偛	亻丿十臼
敋	夂口攵󰁶
㛨	女⺶乚󰁀
幙	冂丨艹大
䔯	艹西一古
叿	口工󰀝
䏿	丶尸攵月
囂	口口丆口
䛂	言丿廾󰀢
䳅	󰁟灬口八
敜	人丶乛攵
達	土羊辶󰀵
㢡	爿󰁝寸廾
䢡	廿󰄃木辶
僠	亻丿米田
梡	木宀二儿
碡	石主母󰁶
胠	月土厶󰁶
郠	一曰乂阝
条	夂木󰁧
洅	氵一冂土
䝡	豸廿冂丶
㝡	宀耳又󰁧
敟	ㄇ󰁺八攵
䌖	糹亻󰁷木
敤	曰木󰀥又
䏯	月士心󰁶
嘂	口口󰁐口
敮	丿十臼又
崅	山⺈用󰀢
䓄	艹犭󰁥斤
㓄	厶厶厶󰁜
㘂	口䒑幺心
㹤	犭󰁥土厶
敶	阝木曰攵
敿	丿大口攵
䎯	二木廿夫
㓋	冫󰁺八󰁶
斄	未攵厂人
厯	厂木木丶
䆀	禾󰀹土灬
䙂	衤󰁧八心
斊	文耳󰀘
䟷	口止扌斤
㺿	王匚丨丨
帗	冂丨丶
斒	文丶尸艹
㕕	厶厶󰁧
妝	爿女󰀝
鱅	󰁢灬广丨
䗲	虫米夕㐄
僰	木冂木人
䅀	禾一夕刂
咄	口凵山󰀢
汅	氵一ㄅ󰁀
璄	王立曰儿
蒄	艹冖二寸
傮	亻一ㄇ日
斞	臼人󰁦十
㒄	亻󰁝犬灬
䱅	󰁢灬一木
厒	厂𠂉十凵
㷝	火宀八犬
嚜	口󰀹土土
斦	斤斤󰀢
帒	亻󰀁丶丨
喕	口丆囗二
斕	文門木󰀹
㖕	口辛󰀢
䖕	虍几󰀐一
䄀	礻󰁶戈󰁶
儀	亻丷王丶
䏒	月丿丨󰁈
乁	一󰂃󰀦
㠡	山亠󰀋󰀔
嗂	口爫𠂉凵
帠	臼冂丨󰀬
恠	忄丨土
砡	石王丶󰁶
䁠	目䒑󰁬八
偠	亻覀女󰀝
镕	钅宀八口
蕕	艹犭󰁥一
辜	古辛󰀬
遠	土口󰀔辶
卄	艹一丨丨
䍄	𠂉十凵口
箅	⺮田一󰀯
捄	扌一氺丶
鍄	釒󰁸小󰁶
荄	艹亠ㄥ人
畕	田田󰀘
㰋	木止󰀤貝
㣯	彳尸⺌月
䄮	禾夫󰁶
䌒	糹󰁙󰁴匕
匒	勹艹人口
㓕	冫戊一火
擕	扌亻󰁷𠃌
嶖	山人一羽
旊	方𠂉一丶
䅶	禾厂二寸
師	丿󰃧一丨
㔂	米夕㐄刂
靋	󰀙氵厂止
迄	𠂉乙辶󰁫
翄	羽十又󰁶
㿜	疒丿目艹
忄	忄丶丨丶
壡	󰀥冖一土
㿄	疒匚𠂉又
翜	羽大人人
棡	木冂䒑山
飡	冫人丶艮
远	二儿辶󰁫
墷	土艹一󰀟
䋮	糹金󰀝
挄	扌⺌一儿
猄	犭󰁥󰁸小
䌄	糹一冂又
匄	勹亠󰄃󰁫
䉖	⺮車人󰁻
䰟	二厶丿厶
茄	艹力口󰀘
髅	󰀾月米女
旜	方𠂉亠一
旝	方𠂉人日
䍒	罒木󰁧
疕	疒匕󰁫
薕	艹广䒑八
㕂	厂人丶乛
傱	亻彳人󰁾
䡲	車口口十
撓	扌土土儿
攢	扌丿土貝
䫓	立口丆貝
䜕	言艹日丶
㼜	ㄇ大一丶
䇠	⺮丶王󰀘
几	几丿󰁊
榡	木幺小
曕	日⺈厂言
蛕	虫月󰀝
盕	氵几丶皿
嫹	女󰁺由八
峬	山甫󰁶
䒂	丿󰁪爿寸
䝳	󰀥夕又貝
螲	虫宀八土
燠	火丿ㄇ大
輜	車巛田󰀝
鼜	士口䒑虫
瞲	目󰁻乛口
䗢	虫丿土辶
㗢	口丿一力
藢	艹彳山攵
㓵	口口二刂
㞧	山乃󰁣
䠂	木木口󰁾
壉	土虍一󰀓
䈒	⺮十冂十
侞	亻女口󰀝
坶	土母󰁶
䟲	口止亠儿
柲	木心丿󰁥
㷣	火丷王󰀟
斢	󰁺由八十
牕	丿丨一󰁈
払	扌厶󰁶
㽜	夕⺋田󰀘
剕	丨三丨刂
銰	釒艹乂󰁶
㱃	人丶乛人
硡	石宀厶
桡	木弋丿儿
倠	亻亻󰁷󰀝
䡡	車󰁴匕白
腴	月臼人󰁶
叧	口刀󰁣
造	丿土口辶
耠	三󰅇人口
䎄	刀口羽󰀝
孅	女人人󰀞
歅	覀土⺈人
玄	亠ㄠ󰁧
莄	艹一曰乂
鎄	釒󰁸󰀔󰁶
媐	匚丨口女
㡹	广󰀐一󰀌
癢	疒䒑夫艮
䜲	八人口󰁒
盥	󰀗水皿󰀘
芕	艹夕󰁧
犕	牜󰁺丿用
舒	人干口亅
嶠	山丿大口
晄	曰⺌一儿
䆒	宀八九丶
䫑	大丁口貝
㹯	犭󰁥亻木
㺸	亻几丶丶
夡	夕夕士口
慠	忄󰁡攵
㤡	忄一夕刂
䤡	釒冂土󰀝
㑯	亻丆貝󰁶
䘢	衤󰁧宀丁
嘢	口曰土亅
䝲	貝尸󰂃󰁦
䉄	⺮阝土夂
㪅	一冂人又
扄	丶尸丿口
剄	一巛工刂
麜	󰁙󰁴匕木
嫩	女一口夂
煠	火廿󰄃木
腠	月三人大
耜	三󰅇丨󰁃
晜	曰丷弓丿
晝	󰁬土曰一
剳	艹人一刂
艄	丿󰁪⺌月
牄	爿人丶口
䚮	言乃󰁥
骅	󰀊󰀞亻十
㙮	土⺮人口
晧	日丿土口
䛹	言彑󰀓󰁶
離	亠乂凵󰁷
骥	󰀊󰀞丬八
巗	山口口攵
毪	丿二乚󰀟
䫡	䒑󰁬〢貝
仜	亻工󰀝
㻜	王人人󰁾
槡	木又又木
廜	广尸土日
䄒	礻󰁶人心
䟤	口止心丿
䝕	一󰀓耳耳
㝕	宀心又󰁧
刄	刀󰂃󰀦
戄	忄目目又
㧅	扌刀󰁥
䈄	⺮了󰀪凵
膠	月羽人彡
秡	禾又丶
㞕	尸八月󰀌
黜	󰀹土灬山
䙱	衤󰁧尸虫
癱	疒廿口󰁷
匂	勹匕󰁫
䌂	糹尸一土
鈄	釒󰁦十󰀢
幁	冂丨丆貝
秅	禾丿七󰁀
觅	爫ㄇ󰁜󰀅
蚢	虫亠几󰁀
㤯	忄冂八口
戛	丆目戈󰁧
唪	口三人󰀟
䃮	石土羊辶
㪡	宀三丨又
䪡	丿ㄅ丨一
帜	冂丨口八
寚	宀王𠂉凵
屡	尸米女󰀌
暊	日丆貝󰁶
蝕	人良虫󰁶
杕	木大󰁶
坹	土宀八󰁶
蘱	艹米犬貝
瘱	疒大人心
㬅	日罒方󰁣
奍	丷夫󰀯󰀬
䍂	𠂉十凵󰀛
寗	宀心丿土
笅	⺮乂乂󰁧
拄	扌丶王󰀝
勄	𠂉母力󰁥
䋄	糹冂乂󰁶
渜	氵丆冂大
狠	犭ノ彐󰀖
鬅	󰂞彡月月
苄	艹亠卜󰁧
㝢	宀丿口丶
蝢	虫丆貝󰁶
杢	木工󰀘
坢	土丷󰀟󰀢
䘲	衤󰁧󰁬又
暣	日气米󰁶
吩	口八刀ノ
㽺	疒丿󰁈又
曱	ㄇ干󰀵
嶽	山犭󰁥犬
雱	󰀙方󰁣
䞾	土󰁾⺁几
湜	氵日一󰁾
幜	冂丨日小
乜	𠃌乚󰁫
㥡	忄尸匕木
圢	土丁󰀢
朢	匚丨󰁃王
聋	ヒ丶耳
僕	亻业䒑夫
㩅	扌一〢田
䩅	丆囗〢皮
婅	女勹米󰁶
抄	扌小丿ノ
烕	戊一火󰀦
鄠	󰀙二ㄅ阝
脠	月丿󰀥廴
焠	火亠人十
郕	戊𠃌阝󰀢
斔	文虫臼人
曄	日艹一󰀟
斥	斤丶󰀦
穅	禾广󰁬氺
芄	艹九丶󰁧
驅	󰀋灬匚口
萸	艹臼人󰁧
㥄	忄土八夂
䆸	宀八癶䒑
奄	大日乚󰀅
䥄	釒厂󰁺日
䨡	󰀙了󰀪凵
嶜	山󰀄󰁜日
饄	人良⺌土
㶜	氵尸䒑刂
曊	日弓󰀯貝
隱	阝爫工心
䑼	丿󰁪勹丿
冮	冫工󰀝
觫	⺈月丨󰅇
蟢	虫士口口
蝥	󰁻乛亅虫
儕	亻󰀴󰀳󰀝
暄	日宀一一
汶	氵文󰁶
曞	日厂艹丶
﨡	虫丿󰀝
䤀	西一艹口
曣	日廿口灬
畱	一〢匚田
鑕	釒斤斤貝
艠	丿󰁪癶䒑
騡	󰀋灬白水
扠	扌又丶󰁶
稡	禾亠人十
葕	艹彳氵丁
䑕	臼几󰀟󰀬
䏆	耳一ㄇ日
䆂	禾广䒑八
䤄	西一丆二
处	夂卜󰀦
䐨	士冖一又
㤄	忄一冂丨
㫡	日夂󰁦󰁧
餄	人良人口
椄	木立女󰀝
䊠	󰁮󰀄󰁜米
㐨	󰁻乛亅亅
䩌	丆囗〢灬
醭	西一󰅊人
暬	土八土日
咾	口土丿匕
䞠	土󰁾石󰀌
嵸	山彳人󰁾
蔱	艹乂朩又
䒕	艹小󰁧
䏨	月丿󰃧󰀝
瓷	冫⺈人丶
㢠	冂口廴󰀌
䈪	⺮一口丨
㓏	冫冂八口
䗱	虫业䒑夫
扈	丶尸口巴
竡	立丆日󰀝
櫡	木⺮土日
髡	󰂞彡一儿
芠	艹文󰁧
㑾	亻󰁝言󰀝
䑾	丿󰁪亻又
嚄	口艹亻又
朙	囗八ㄇ月
䵢	󰀹土灬未
藱	艹疒白厶
㮡	火匚󰁃木
䮡	󰀋灬𠂉夂
㝓	宀人一口
䢇	宀几厂寸
朣	月立曰土
朥	月火火力
釕	釒了󰀢
闄	門覀女󰀌
腋	月亠亻丶
煋	火曰丿
清	氵主月󰀝
嗄	口丆目夂
䅋	禾⺈口󰁜
㸅	火⺮󰁮卩
㔾	⺋𠃌乚
懕	厂曰月心
㵲	氵𠂉一㐄
朮	十儿丶󰀦
㿝	白厶󰁧
朰	木乙󰀅
閱	門八口儿
斱	土丿日斤
鴜	止匕󰁟灬
䑨	丿󰁪𠂉也
脡	月丿士廴
鈕	釒󰁈丨一
叠	又又又一
揠	扌匚日女
珠	王󰅎󰅇󰁶
计	讠十󰀢
媤	女田心󰁶
㦄	广木木心
䦄	钅一日󰀔
妄	亠󰄃女󰀘
榄	木〢𠂉󰁜
䵜	禾人氺󰀖
㩡	扌石石石
馄	⺈󰁐日匕
爕	言火火火
瑱	王十󰀣八
㵅	氵人丶貝
䥐	󰁻乛亅金
䳞	三人󰀟灬
杊	木川󰀢
杋	木几丶󰁶
臧	厂󰄃丆丶
鄁	丬匕月阝
䛓	〢𠂉丶言
䂂	目目目󰁷
傂	亻⺁虍几
䜨	讠口口心
酕	西一毛󰁀
煕	匚丨󰁕灬
鐱	釒人一人
驡	立月一灬
赜	匚丨口贝
絜	三丨刀小
浜	氵󰅍一八
䬞	几丿虫寸
杝	木也󰁀
䅂	禾夂口󰀝
杣	木山󰀢
㲜	火火毛󰁀
塄	土罒方ノ
衄	丿皿󰁈二
硄	石⺌一儿
谲	讠󰁻乛口
兂	󰀄󰁜󰁫
䡄	車几󰁀
㡄	冂丨勹日
䛨	言辛󰀢
㺩	王󰁐丨󰀢
䞸	土󰁾二口
宠	宀ヒ丶
䆕	宀八ユ人
醕	西一󰁸曰
㷒	火日冂丶
熕	火工貝󰁶
瓱	一󰁐󰁊毛
㟽	山覀二小
倂	亻丿一干
擱	扌門夂口
㓱	人一月刂
䰲	󰁢灬乚󰁀
動	丿一曰力
凢	丿几󰁫
枂	木月󰀝
鋕	釒士心󰁶
鍠	釒白王󰀝
䭽	󰀋灬丿󰀟
粜	凵山米󰁧
貜	豸目目又
嬡	女爫冖夂
次	冫⺈人󰁶
砄	石ユ人󰁶
蠄	虫人亠厶
䎠	九丶丆〢
㳜	氵亻木󰁶
㠄	山羽白󰀘
俅	亻一氺丶
㘾	土宀一󰀛
㚓	大木󰁧
焢	火宀八工
䝨	〢又貝󰁧
嶣	山亻󰁷灬
偓	亻尸一土
䆢	宀八扌大
㹝	犭󰁥󰁚󰀁
䏾	月三人󰀟
枦	木丶尸󰁥
䱌	󰁢灬匚丨
奬	爿󰁝寸大
臢	月丿土貝
燢	󰀗乂乂火
釢	釒乃󰁥
䟈	土󰁾十王
㗰	口彳人󰁾
䨃	日宀女󰁷
嵞	人一朩山
鎠	釒罒一止
䊾	糹木󰁶
廵	巛廴󰁫
泜	氵󰁚󰀁丶
峜	山人止󰀘
诡	讠⺈厂⺋
玠	王人󰀯󰀢
䓠	艹水日󰀘
尜	小大小󰁧
㣄	弓氵匚木
粡	米冂一口
谜	讠米辶󰁶
铠	钅山己󰁀
磄	石广󰁬口
棄	亠厶廿木
䰂	󰂞彡爫木
剢	一󰀓丶刂
捶	扌丿十一
偂	亻䒑月刂
釜	八乂干䒑
䁂	匚丨󰁃目
䘓	丿皿⺈臼
㰌	木󰀙亻󰁷
圎	囗厶貝󰀦
晽	日木木󰁶
噽	士口䒑一
熢	火夂三辶
膢	月󰀻女󰀝
勯	亠囗口力
䋯	丶尸戈小
柕	木󰁻乛丿
㒨	亻󰀗丿巳
倾	亻󰁴丆贝
躯	丿󰀽三乂
刢	人丶󰁻刂
浠	氵乂丨
嚽	口󰁡貝
暽	日米夕㐄
㓠	󰀥口刂󰀢
䭡	人良爫心
梄	木西一󰀝
碄	石木木󰁶
袄	衤󰁧丿大
䜂	言白大十
囙	囗󰁃󰀌
㢄	广一口䒑
䢄	厶口木木
䊯	米广󰁺八
滂	氵亠丷方
珕	王力力力
揕	扌󰀎八󰄃
鏕	釒󰁙󰁴匕
菕	艹人一艹
怦	忄一丷十
䵼	爿󰁝寸󰁈
海	氵𠂉母󰁶
勢	土八土力
蒂	艹亠丷丨
䲡	󰁢󰀞丷一
㴿	氵丁丆貝
鈢	釒木󰁶
爢	广木木灬
犒	牜亠口口
祧	礻󰁶儿󰀪
柶	木四󰀝
弋	弋一󰁒丶
錠	釒宀一󰁾
茠	艹亻木󰁧
籜	⺮扌罒十
汜	氵巳󰁀
孡	孑厶口󰀝
氡	󰅎⺄夂󰁦
簡	⺮門日󰀘
䮜	󰀋灬廿木
呠	口木一󰀝
㐕	由乙󰀅
䱖	󰁢灬一󰁃
㝄	󰁸孑一乚
鰡	󰁢灬󰁚田
待	彳土寸󰁶
䝄	一口䒑又
睄	目⺌月󰀝
杄	木丿十󰀢
龅	止人凵巳
辅	车一月丶
浃	氵一丷大
䫣	爫幺大貝
栂	木母󰁶
狢	犭󰁥夂口
苢	艹󰃧󰀘
瘖	疒立日󰀌
昖	日八厶󰁶
驹	󰀊󰀞勹口
券	䒑大刀󰁣
藓	艹󰁢󰀞󰀟
箧	⺮匚一大
砰	石一丷十
乃	乃ㄋ丿
荕	艹月力󰁣
獕	犭󰁥山󰁷
㑠	亻〢又土
䓨	艹冖𠂉凵
䬣	人良𠂉乙
咠	口耳󰀘
䯜	󰀾月日󰁤
篜	⺮了󰀩灬
撠	扌十早戈
钠	钅冂人󰁶
㻅	王人二厶
犢	牜士罒貝
栙	木夂㐄󰀢
怋	忄󰁂󰀁󰁀
眄	目一丨𠃌
䀋	土𠂉󰀥皿
個	亻囗古󰀝
栛	木力力力
栜	木木冂󰁀
耋	土丿匕土
霄	󰀙⺌月󰀘
卾	口口二卩
矶	石几󰁀
䫖	󰀎八󰄃貝
哿	力口丁口
玕	王干󰀢
掕	扌土八夂
䌢	糹󰀙人󰁻
荢	艹宀一󰀛
獢	犭󰁥丿口
栥	冫⺈人木
鍢	釒一口田
徲	彳尸氺󰀟
㑞	亻火廾󰀢
栵	木一夕刂
㳡	氵寸辶󰁶
䶃	臼󰁐󰁦乛
笜	⺮凵山󰀬
藠	艹白白白
鶡	曰勹人灬
䁯	目人一羽
㬜	一厶土日
䶡	止󰀆貝刂
嶡	山厂䒑人
欜	木一口󰀔
㭎	木冂乂󰁶
䐍	月士口䒑
茢	艹一夕刂
徰	彳一止止
哖	口𠂉㐄󰀢
䓖	艹宀八力
麓	木木广匕
䁿	󰀹土灬目
䏓	󰀼冫二儿
䱑	󰁢灬扌斤
䋳	糹丬匕月
鏄	釒一曰寸
谅	讠󰁸小󰁶
簅	⺮立丿
揄	扌人一刂
尅	古儿寸󰀦
䰅	󰂞彡丆貝
㰅	木亠丷辶
缓	纟爫一又
僦	亻亠口丶
㯣	木艹八木
䯣	󰀾月口貝
揢	扌宀夂口
叢	业䒑十又
籡	⺮扌人人
歜	罒勹虫人
孜	孑夂󰁶
䭜	人良大小
珢	王艮󰁶
鏢	釒覀二小
鐠	釒䒑业日
萠	艹月月󰀘
䞄	方𠂉也貝
彅	弓䒑月刀
构	木勹厶󰁶
瞄	目艹田󰀝
轅	車土口󰀔
鞄	廿󰀜勹巳
桙	木厶丿󰀟
䴝	󰀥囗󰁘又
䈯	⺮十󰀣八
䐓	月丆貝󰁶
攖	扌貝貝女
唖	口一口一
䳗	󰁟灬丿丶
㔖	力口乛󰀅
攌	扌囗罒󰀔
㐓	丁口乙󰀅
桝	木夕㐄󰀢
䢸	󰀐󰀞阝󰀢
沤	氵匚乂󰁶
樵	木亻󰁷灬
㭜	木戈󰁥
虖	虍丿丷󰀛
陖	阝厶八夂
亗	山二󰀘
镠	钅羽人彡
噖	口王王乛
窜	宀八口丨
贡	工贝󰁧
崡	山了󰀪凵
敠	又又又又
㴡	氵禾日󰀝
䕠	艹广癶又
胋	月󰀥口󰀝
烋	亻木灬󰁧
羊	䒑󰀟󰀬
郋	丿目阝󰀢
亅	亅亅〇〇
㙄	土󰁴匕土
惋	忄宀夕⺋
庅	广丿厶󰀦
套	大󰂞󰁧
嫡	女亠丷古
桭	木厂二󰀖
桮	木丆卜口
䃿	礻󰁶夫󰁶
僿	亻宀󰀀土
鑢	釒虍田心
摢	扌虍丿󰀛
䑢	丿󰁪一儿
隖	阝󰁞灬󰁶
䠨	口止⺈言
傯	亻丿囗心
乗	禾󰁺󰀌
砺	石厂一󰁡
桻	木夂三丨
赛	宀󰀀八贝
薠	艹火丆貝
竜	立曰乚󰀅
梀	木木口󰀝
閠	門王丶󰀦
䫜	山幺幺貝
㷡	目匚󰁃火
斠	󰀀冂土十
喠	口丿一土
鷅	覀木󰁟灬
䱣	󰁢灬亠十
瘄	疒󰁺日󰀌
脋	刀刀刀月
嘄	口󰁟木󰁶
淅	氵木斤󰀢
㷅	耳又火󰁧
䄋	礻󰁶大乚
吢	心口󰀘
䂕	𠂉大彑󰀓
棵	木日木󰁶
骂	口口󰀊一
橪	木󰁝犬灬
梑	木犭󰁥火
梒	木人丶口
梕	木刀丶心
梖	木貝󰁶
䲣	虍󰁢一攵
懺	忄人人󰀞
妻	一󰁬丨女
䅿	禾艹一󰀟
䋓	糹⺈彐󰀝
梛	木𠃌󰀠阝
條	亻丨夂朩
梞	木己心󰁶
違	󰁆口㐄辶
聕	耳丿土口
灕	氵亠乂󰁷
㛄	女亠󰀔󰁶
䌿	纟一口田
䌯	糹艹口󰁷
匯	匚氵亻󰁷
灋	氵󰁙一厶
㨜	扌虍文󰁶
偋	亻尸䒑廾
庡	广亠󰀔󰀦
溡	氵日土寸
纡	纟一󰀛󰀢
雄	厶亻󰁷
騜	󰀋灬白王
瓮	八厶一丶
唾	口丿十一
梣	木山人乛
梤	木山八刀
竼	⺮几丶󰁧
諼	言爫一又
駻	󰀋灬日干
罴	罒土厶灬
咢	口口二ㄅ
璢	王一〢田
梮	木尸𠃌口
験	󰀋灬人人
䶗	止󰀆丁口
䪯	火火冖日
梹	木丘八󰁶
宎	宀丿大󰁧
䨻	󰀙田󰀙田
锠	钅日曰󰀝
蔠	艹糹夂󰁦
甠	日丿󰀝
橜	厂䒑凵木
唠	口艹冖力
䩜	廿󰀜由󰀝
㩜	扌匚丨皿
的	白勹丶󰁶
肋	月力ノ
隄	阝日一󰁾
䇯	⺮耳󰀘
㚄	士冖田󰁾
